Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years
REG101842,01-04-2021,2021,West Bengal,Asansol (WB-39),2W,Moped,Honda,Petrol,BS6,200,2,3
REG101843,13-03-2022,2022,Rajasthan,Kota (RJ-20),2W,Moped,Suzuki,EV,BS6,0,2,2
REG101844,18-05-2022,2022,Punjab,Amritsar (PB-02),2W,Motorcycle,TVS,CNG,BS6,250,2,2
REG101845,16-12-2020,2020,Delhi,Delhi East (DL-02),4W,Hatchback,Toyota,Diesel,BS6,1598,6,4
REG101846,29-03-2021,2021,Telangana,Nizamabad (TS-05),4W,MUV,Tata Motors,Diesel,BS6,1968,6,3
REG101847,24-02-2020,2020,Kerala,Kochi (KL-07),2W,Moped,Yamaha,Petrol,BS6,400,2,4
REG101848,14-10-2021,2021,Kerala,Thrissur (KL-08),2W,Motorcycle,KTM,EV,BS6,0,2,3
REG101849,05-06-2020,2020,Maharashtra,Aurangabad (MH-20),2W,Scooter,Royal Enfield,Petrol,BS6,0,2,4
REG101850,25-01-2022,2022,Karnataka,Belgaum (KA-22),4W,Hatchback,Hyundai,Diesel,BS6,1462,7,2
REG101851,15-02-2020,2020,Punjab,Ludhiana (PB-10),2W,Motorcycle,Honda,Petrol,BS6,200,2,4
REG101852,06-07-2020,2020,Gujarat,Rajkot (GJ-03),2W,Scooter,Bajaj,Petrol,BS6,0,2,4
REG101853,12-06-2023,2023,Delhi,Delhi North (DL-04),3W,Tempo,Bajaj,CNG,BS6,200,3,1
REG101854,14-02-2023,2023,Punjab,Amritsar (PB-02),HCV,Bus,MAN,Diesel,BS6,3760,32,1
REG101855,15-10-2022,2022,Tamil Nadu,Salem (TN-30),2W,Moped,Honda,CNG,BS6,100,2,2
REG101856,27-09-2019,2019,Punjab,Ludhiana (PB-10),4W,Hatchback,Kia,Diesel,BS4,0,7,5
REG101857,16-06-2022,2022,Uttar Pradesh,Kanpur (UP-78),LCV,Pickup Van,Eicher,EV,BS6,0,12,2
REG101858,22-06-2023,2023,Telangana,Karimnagar (TS-01),2W,Motorcycle,TVS,EV,BS6,0,2,1
REG101859,28-05-2023,2023,Telangana,Nizamabad (TS-05),4W,MUV,Toyota,Diesel,BS6,1197,6,1
REG101860,10-03-2024,2024,Gujarat,Gandhinagar (GJ-18),HCV,Truck,MAN,Diesel,BS6,3760,1,0
REG101861,07-02-2023,2023,Maharashtra,Pune (MH-12),4W,SUV,Mahindra,CNG,BS6,1462,6,1
REG101862,04-09-2018,2018,Madhya Pradesh,Bhopal (MP-04),4W,SUV,Hyundai,Petrol,BS4,800,6,6
REG101863,26-09-2021,2021,Madhya Pradesh,Jabalpur (MP-20),4W,Sedan,Hyundai,Petrol,BS6,1968,8,3
REG101864,23-04-2024,2024,Punjab,Patiala (PB-11),OTH,Crane,TAFE,Diesel,BS6,6700,45,0
REG101865,07-07-2023,2023,Madhya Pradesh,Jabalpur (MP-20),4W,SUV,Honda,Petrol,BS6,0,6,1
REG101866,29-12-2023,2023,Rajasthan,Kota (RJ-20),2W,Motorcycle,Ather,Petrol,BS6,400,2,1
REG101867,04-01-2022,2022,Karnataka,Mysore (KA-09),2W,Motorcycle,TVS,Petrol,BS6,160,2,2
REG101868,15-05-2022,2022,Punjab,Chandigarh (CH-01),2W,Moped,Hero,Petrol,BS6,350,2,2
REG101869,30-08-2022,2022,Tamil Nadu,Coimbatore (TN-37),4W,MUV,Toyota,Petrol,BS4,1968,5,2
REG101870,05-07-2022,2022,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,Yamaha,EV,BS6,0,2,2
REG101871,13-03-2024,2024,Madhya Pradesh,Gwalior (MP-07),3W,E-Rickshaw,Piaggio,EV,BS6,0,7,0
REG101872,28-01-2023,2023,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Ather,Petrol,BS6,400,2,1
REG101873,12-04-2022,2022,Tamil Nadu,Salem (TN-30),HCV,Tanker,Ashok Leyland,Diesel,BS6,6700,2,2
REG101874,17-10-2020,2020,Punjab,Patiala (PB-11),HCV,Truck,Volvo,Diesel,BS6,0,2,4
REG101875,08-02-2023,2023,Kerala,Thrissur (KL-08),LCV,Mini Truck,Force Motors,Diesel,BS6,3298,9,1
REG101876,23-10-2021,2021,Telangana,Khammam (TS-07),2W,Motorcycle,Yamaha,EV,BS6,0,2,3
REG101877,27-11-2019,2019,Delhi,Delhi West (DL-08),4W,SUV,Kia,Diesel,BS6,2179,8,5
REG101878,10-05-2022,2022,Delhi,Delhi East (DL-02),4W,SUV,Mahindra,Petrol,BS6,2179,5,2
REG101879,05-02-2022,2022,Tamil Nadu,Salem (TN-30),4W,MUV,Maruti Suzuki,Petrol,BS6,1197,5,2
REG101880,09-09-2023,2023,Rajasthan,Jodhpur (RJ-19),4W,MUV,Renault,Diesel,BS6,1598,6,1
REG101881,20-02-2018,2018,Punjab,Patiala (PB-11),HCV,Bus,Ashok Leyland,Diesel,BS4,4998,32,6
REG101882,08-09-2021,2021,Uttar Pradesh,Lucknow (UP-32),4W,Sedan,Maruti Suzuki,Petrol,BS6,2179,8,3
REG101883,30-09-2020,2020,Rajasthan,Jodhpur (RJ-19),4W,SUV,Renault,Diesel,BS6,1968,5,4
REG101884,21-10-2023,2023,Maharashtra,Pune (MH-12),2W,Scooter,Bajaj,Petrol,BS6,200,2,1
REG101885,12-01-2022,2022,Karnataka,Mangalore (KA-19),2W,Motorcycle,Bajaj,CNG,BS6,125,2,2
REG101886,17-02-2021,2021,Madhya Pradesh,Ujjain (MP-13),2W,Moped,Ola Electric,Hybrid,BS6,160,2,3
REG101887,03-01-2018,2018,Delhi,Delhi North (DL-04),2W,Moped,Ather,Petrol,BS4,0,2,6
REG101888,16-03-2019,2019,Uttar Pradesh,Varanasi (UP-65),2W,Moped,Ola Electric,EV,BS4,0,2,5
REG101889,25-12-2019,2019,Maharashtra,Pune (MH-12),4W,Hatchback,Mahindra,Petrol,BS4,2179,8,5
REG101890,23-02-2019,2019,West Bengal,Howrah (WB-13),2W,Moped,Honda,Petrol,BS4,125,2,5
REG101891,05-12-2019,2019,Tamil Nadu,Chennai Central (TN-01),2W,Moped,Hero,EV,BS4,0,2,5
REG101892,09-08-2021,2021,West Bengal,Howrah (WB-13),2W,Moped,Bajaj,Petrol,BS6,250,2,3
REG101893,23-09-2024,2024,Rajasthan,Jodhpur (RJ-19),4W,Sedan,MG,EV,BS6,0,6,0
REG101894,26-09-2023,2023,Gujarat,Surat (GJ-05),2W,Scooter,Hero,EV,BS6,0,2,1
REG101895,07-03-2022,2022,Rajasthan,Jaipur (RJ-14),4W,SUV,Tata Motors,Petrol,BS6,800,6,2
REG101896,02-12-2023,2023,Kerala,Kozhikode (KL-11),OTH,Crane,Sonalika,Diesel,BS6,3760,2,1
REG101897,19-02-2023,2023,Kerala,Kollam (KL-02),4W,Sedan,Skoda,Diesel,BS4,1462,8,1
REG101898,18-07-2021,2021,Karnataka,Mysore (KA-09),2W,Scooter,Yamaha,EV,BS6,0,2,3
REG101899,14-03-2023,2023,Tamil Nadu,Coimbatore (TN-37),LCV,Pickup Van,Tata Motors,EV,BS6,0,9,1
REG101900,31-01-2022,2022,Uttar Pradesh,Lucknow (UP-32),2W,Motorcycle,KTM,Petrol,BS6,125,2,2
REG101901,12-01-2022,2022,Punjab,Patiala (PB-11),2W,Moped,Honda,EV,BS6,0,2,2
REG101902,24-06-2024,2024,Delhi,Delhi East (DL-02),2W,Scooter,Ather,EV,BS6,0,2,0
REG101903,17-01-2023,2023,Gujarat,Surat (GJ-05),4W,Hatchback,Mahindra,EV,BS6,0,5,1
REG101904,19-08-2024,2024,Karnataka,Bangalore Central (KA-01),4W,MUV,MG,CNG,BS6,1598,8,0
REG101905,10-07-2023,2023,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Ola Electric,CNG,BS6,160,2,1
REG101906,25-08-2019,2019,Uttar Pradesh,Kanpur (UP-78),HCV,Trailer,BharatBenz,Diesel,BS4,6700,1,5
REG101907,31-07-2018,2018,Karnataka,Bangalore Central (KA-01),4W,Hatchback,Renault,Petrol,BS4,0,6,6
REG101908,06-10-2022,2022,Karnataka,Mangalore (KA-19),2W,Motorcycle,KTM,Petrol,BS6,100,2,2
REG101909,25-02-2020,2020,Telangana,Hyderabad (TS-09),4W,SUV,MG,Petrol,BS6,1598,5,4
REG101910,25-08-2019,2019,West Bengal,Kolkata (WB-01),2W,Motorcycle,Suzuki,EV,BS4,0,2,5
REG101911,02-06-2024,2024,Rajasthan,Jaipur (RJ-14),HCV,Trailer,Volvo,Diesel,BS6,4998,45,0
REG101912,30-09-2022,2022,Tamil Nadu,Chennai Central (TN-01),4W,Hatchback,Maruti Suzuki,CNG,BS6,0,7,2
REG101913,03-01-2020,2020,West Bengal,Siliguri (WB-73),4W,SUV,MG,Petrol,BS6,1598,6,4
REG101914,12-08-2023,2023,Madhya Pradesh,Indore (MP-09),4W,Sedan,MG,Petrol,BS6,1197,5,1
REG101915,17-01-2024,2024,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,TVS,CNG,BS6,100,2,0
REG101916,04-02-2023,2023,Gujarat,Rajkot (GJ-03),2W,Motorcycle,Royal Enfield,Petrol,BS6,110,2,1
REG101917,02-12-2018,2018,Maharashtra,Nashik (MH-15),4W,MUV,Hyundai,Petrol,BS3,1498,6,6
REG101918,20-11-2023,2023,Telangana,Khammam (TS-07),2W,Moped,Ola Electric,Hybrid,BS6,160,2,1
REG101919,11-05-2023,2023,Punjab,Chandigarh (CH-01),2W,Moped,Honda,Petrol,BS6,0,2,1
REG101920,22-07-2023,2023,Punjab,Patiala (PB-11),2W,Moped,Royal Enfield,EV,BS6,0,2,1
REG101921,03-03-2022,2022,Telangana,Karimnagar (TS-01),4W,Hatchback,Mahindra,Diesel,BS6,1968,8,2
REG101922,20-04-2024,2024,Punjab,Patiala (PB-11),4W,Hatchback,Honda,Diesel,BS6,2179,7,0
REG101923,15-06-2023,2023,Maharashtra,Nashik (MH-15),3W,E-Rickshaw,Piaggio,CNG,BS6,0,3,1
REG101924,16-08-2024,2024,Delhi,Delhi South (DL-09),4W,SUV,Skoda,CNG,BS6,800,5,0
REG101925,20-09-2020,2020,Kerala,Kozhikode (KL-11),2W,Scooter,TVS,Petrol,BS6,350,2,4
REG101926,15-01-2023,2023,Telangana,Warangal (TS-03),2W,Scooter,Hero,Petrol,BS6,160,2,1
REG101927,11-11-2023,2023,Karnataka,Belgaum (KA-22),HCV,Truck,Ashok Leyland,Diesel,BS6,0,52,1
REG101928,15-08-2024,2024,Punjab,Patiala (PB-11),LCV,Light Bus,Force Motors,Diesel,BS6,2523,15,0
REG101929,07-10-2023,2023,Telangana,Khammam (TS-07),4W,SUV,Renault,Petrol,BS6,1968,7,1
REG101930,30-04-2022,2022,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,KTM,Petrol,BS6,0,2,2
REG101931,13-05-2019,2019,West Bengal,Asansol (WB-39),2W,Motorcycle,Ather,Petrol,BS4,400,2,5
REG101932,07-04-2023,2023,Maharashtra,Nashik (MH-15),3W,E-Rickshaw,Kinetic Green,CNG,BS6,0,7,1
REG101933,12-12-2022,2022,Karnataka,Hubli (KA-25),4W,Hatchback,Hyundai,Petrol,BS6,1498,6,2
REG101934,10-12-2023,2023,Punjab,Jalandhar (PB-08),4W,Sedan,MG,Hybrid,BS6,2179,5,1
REG101935,24-10-2024,2024,Gujarat,Ahmedabad (GJ-01),4W,Sedan,Hyundai,Petrol,BS6,1968,5,0
REG101936,20-12-2022,2022,Rajasthan,Udaipur (RJ-27),2W,Moped,Bajaj,Petrol,BS6,400,2,2
REG101937,25-10-2023,2023,Telangana,Warangal (TS-03),2W,Scooter,Yamaha,Petrol,BS6,250,2,1
REG101938,08-05-2021,2021,Tamil Nadu,Madurai (TN-58),4W,MUV,Kia,CNG,BS6,1498,8,3
REG101939,15-10-2022,2022,Maharashtra,Nagpur (MH-31),3W,E-Rickshaw,Piaggio,CNG,BS6,250,3,2
REG101940,27-07-2020,2020,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Ola Electric,Hybrid,BS6,160,2,4
REG101941,23-07-2020,2020,Telangana,Khammam (TS-07),2W,Moped,Ola Electric,Hybrid,BS6,400,2,4
REG101942,02-09-2024,2024,Kerala,Kollam (KL-02),2W,Motorcycle,Suzuki,Petrol,BS6,125,2,0
REG101943,15-02-2023,2023,Telangana,Karimnagar (TS-01),4W,Hatchback,Honda,Petrol,BS6,1498,5,1
REG101944,24-11-2023,2023,Delhi,Delhi Central (DL-01),4W,Sedan,Toyota,EV,BS6,0,6,1
REG101945,24-06-2021,2021,Kerala,Thrissur (KL-08),2W,Motorcycle,KTM,CNG,BS6,125,2,3
REG101946,25-12-2019,2019,Delhi,Delhi Central (DL-01),HCV,Trailer,Eicher,Diesel,BS4,3760,2,5
REG101947,08-08-2019,2019,Rajasthan,Kota (RJ-20),4W,MUV,Tata Motors,Petrol,BS4,1598,5,5
REG101948,04-09-2024,2024,Delhi,Delhi West (DL-08),2W,Moped,Suzuki,Petrol,BS6,110,2,0
REG101949,02-01-2024,2024,Telangana,Warangal (TS-03),4W,Hatchback,Renault,Diesel,BS6,1968,8,0
REG101950,26-04-2021,2021,Telangana,Warangal (TS-03),2W,Motorcycle,KTM,Petrol,BS6,200,2,3
REG101951,03-10-2022,2022,Punjab,Ludhiana (PB-10),HCV,Tanker,Volvo,Diesel,BS6,0,2,2
REG101952,15-07-2021,2021,Kerala,Kollam (KL-02),2W,Moped,Ather,EV,BS6,0,2,3
REG101953,26-02-2023,2023,Gujarat,Ahmedabad (GJ-01),2W,Moped,Royal Enfield,Petrol,BS6,110,2,1
REG101954,07-05-2023,2023,Punjab,Ludhiana (PB-10),4W,Sedan,Maruti Suzuki,EV,BS6,0,5,1
REG101955,02-11-2023,2023,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Suzuki,CNG,BS6,400,2,1
REG101956,05-03-2024,2024,Telangana,Karimnagar (TS-01),2W,Scooter,Bajaj,Petrol,BS6,110,2,0
REG101957,26-01-2021,2021,Telangana,Khammam (TS-07),2W,Scooter,Ola Electric,Petrol,BS6,100,2,3
REG101958,01-04-2024,2024,Punjab,Patiala (PB-11),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,0
REG101959,10-08-2024,2024,Gujarat,Rajkot (GJ-03),OTH,Road Roller,John Deere,Petrol,BS6,6700,45,0
REG101960,11-06-2018,2018,Uttar Pradesh,Lucknow (UP-32),2W,Scooter,Royal Enfield,Petrol,BS4,250,2,6
REG101961,13-06-2022,2022,Rajasthan,Udaipur (RJ-27),4W,SUV,Renault,Petrol,BS6,1462,6,2
REG101962,14-07-2020,2020,Telangana,Khammam (TS-07),2W,Motorcycle,Bajaj,Petrol,BS6,125,2,4
REG101963,21-06-2019,2019,Madhya Pradesh,Indore (MP-09),4W,SUV,Kia,Petrol,BS4,1598,6,5
REG101964,31-05-2019,2019,Maharashtra,Mumbai Central (MH-01),4W,MUV,Tata Motors,Petrol,BS4,1197,8,5
REG101965,10-11-2019,2019,Uttar Pradesh,Varanasi (UP-65),4W,MUV,Kia,Diesel,BS4,1000,8,5
REG101966,09-05-2021,2021,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Honda,Petrol,BS6,400,2,3
REG101967,22-09-2019,2019,Telangana,Karimnagar (TS-01),OTH,Tractor,Escorts,Diesel,BS4,6700,45,5
REG101968,02-07-2020,2020,Kerala,Thrissur (KL-08),OTH,Tractor,TAFE,Diesel,BS6,6700,1,4
REG101969,05-08-2024,2024,Gujarat,Rajkot (GJ-03),2W,Moped,Suzuki,Petrol,BS6,110,2,0
REG101970,02-09-2020,2020,Tamil Nadu,Chennai Central (TN-01),HCV,Truck,Ashok Leyland,Diesel,BS4,5660,2,4
REG101971,22-11-2022,2022,Uttar Pradesh,Agra (UP-80),4W,MUV,Renault,Petrol,BS6,1197,7,2
REG101972,30-04-2022,2022,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,Honda,CNG,BS6,400,2,2
REG101973,11-05-2023,2023,Rajasthan,Kota (RJ-20),2W,Scooter,Hero,Petrol,BS6,160,2,1
REG101974,09-02-2020,2020,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Yamaha,CNG,BS6,110,2,4
REG101975,09-09-2023,2023,Tamil Nadu,Coimbatore (TN-37),2W,Moped,KTM,Petrol,BS6,0,2,1
REG101976,25-11-2023,2023,Kerala,Thiruvananthapuram (KL-01),3W,E-Rickshaw,Piaggio,CNG,BS6,225,6,1
REG101977,01-09-2023,2023,Tamil Nadu,Chennai Central (TN-01),2W,Moped,Ather,Petrol,BS6,200,2,1
REG101978,22-01-2023,2023,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Hyundai,CNG,BS6,1498,7,1
REG101979,16-03-2023,2023,Kerala,Kochi (KL-07),2W,Moped,Bajaj,Petrol,BS6,160,2,1
REG101980,21-11-2018,2018,Punjab,Ludhiana (PB-10),2W,Motorcycle,Royal Enfield,Petrol,BS4,110,2,6
REG101981,04-02-2022,2022,Telangana,Hyderabad (TS-09),4W,MUV,MG,Diesel,BS6,1968,7,2
REG101982,30-09-2021,2021,Tamil Nadu,Madurai (TN-58),2W,Moped,Yamaha,Petrol,BS6,150,2,3
REG101983,09-10-2020,2020,Telangana,Nizamabad (TS-05),4W,MUV,Skoda,CNG,BS4,1000,5,4
REG101984,20-09-2022,2022,Madhya Pradesh,Gwalior (MP-07),2W,Moped,Honda,Petrol,BS6,160,2,2
REG101985,20-12-2022,2022,Telangana,Karimnagar (TS-01),4W,MUV,Skoda,Diesel,BS6,800,7,2
REG101986,15-12-2021,2021,Rajasthan,Udaipur (RJ-27),4W,Sedan,MG,Petrol,BS6,1197,7,3
REG101987,30-12-2023,2023,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Ola Electric,EV,BS6,0,2,1
REG101988,24-03-2020,2020,Tamil Nadu,Madurai (TN-58),2W,Motorcycle,Ather,EV,BS6,0,2,4
REG101989,08-10-2024,2024,Delhi,Delhi East (DL-02),4W,Hatchback,Tata Motors,Petrol,BS6,2179,5,0
REG101990,30-12-2024,2024,Uttar Pradesh,Kanpur (UP-78),HCV,Bus,Ashok Leyland,Diesel,BS6,0,52,0
REG101991,02-01-2020,2020,Delhi,Delhi East (DL-02),2W,Motorcycle,Honda,Petrol,BS6,100,2,4
REG101992,18-09-2018,2018,Karnataka,Belgaum (KA-22),2W,Scooter,Suzuki,Petrol,BS4,0,2,6
REG101993,12-02-2019,2019,Madhya Pradesh,Ujjain (MP-13),HCV,Tanker,MAN,Diesel,BS4,5660,2,5
REG101994,28-05-2020,2020,Rajasthan,Udaipur (RJ-27),4W,SUV,Maruti Suzuki,Hybrid,BS6,1598,6,4
REG101995,09-10-2022,2022,Madhya Pradesh,Bhopal (MP-04),4W,Hatchback,MG,Petrol,BS6,1197,6,2
REG101996,02-01-2023,2023,Rajasthan,Kota (RJ-20),2W,Moped,Yamaha,CNG,BS6,150,2,1
REG101997,18-06-2021,2021,Kerala,Thiruvananthapuram (KL-01),3W,E-Rickshaw,Piaggio,CNG,BS6,0,6,3
REG101998,19-07-2022,2022,Karnataka,Hubli (KA-25),2W,Moped,Hero,EV,BS6,0,2,2
REG101999,29-12-2021,2021,Gujarat,Ahmedabad (GJ-01),2W,Moped,Suzuki,Petrol,BS6,110,2,3
REG102000,11-11-2021,2021,Kerala,Kochi (KL-07),OTH,Tractor,Sonalika,Diesel,BS6,0,32,3
REG102001,10-04-2023,2023,Punjab,Jalandhar (PB-08),2W,Moped,Hero,Petrol,BS6,250,2,1
REG102002,17-10-2022,2022,Uttar Pradesh,Allahabad (UP-70),2W,Moped,TVS,Petrol,BS6,0,2,2
REG102003,12-10-2020,2020,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Hero,EV,BS6,0,2,4
REG102004,09-07-2019,2019,Telangana,Khammam (TS-07),2W,Moped,KTM,EV,BS4,0,2,5
REG102005,20-12-2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Ola Electric,EV,BS6,0,2,0
REG102006,02-07-2024,2024,Delhi,Delhi East (DL-02),2W,Motorcycle,TVS,EV,BS6,0,2,0
REG102007,11-10-2021,2021,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,Honda,Petrol,BS6,800,7,3
REG102008,24-08-2021,2021,Tamil Nadu,Chennai Central (TN-01),4W,SUV,Toyota,Diesel,BS6,2179,8,3
REG102009,08-02-2021,2021,Gujarat,Ahmedabad (GJ-01),4W,Sedan,MG,Petrol,BS6,1000,6,3
REG102010,14-03-2021,2021,Gujarat,Ahmedabad (GJ-01),4W,MUV,Tata Motors,Diesel,BS6,2179,7,3
REG102011,09-03-2023,2023,Telangana,Khammam (TS-07),2W,Motorcycle,Royal Enfield,CNG,BS6,110,2,1
REG102012,16-09-2021,2021,Telangana,Nizamabad (TS-05),4W,SUV,MG,Petrol,BS4,1197,5,3
REG102013,26-01-2023,2023,Punjab,Ludhiana (PB-10),2W,Scooter,KTM,Petrol,BS6,110,2,1
REG102014,24-08-2021,2021,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Yamaha,Petrol,BS6,125,2,3
REG102015,08-11-2020,2020,Delhi,Delhi East (DL-02),2W,Scooter,TVS,EV,BS6,0,2,4
REG102016,04-04-2023,2023,Kerala,Kozhikode (KL-11),2W,Motorcycle,KTM,EV,BS6,0,2,1
REG102017,18-07-2024,2024,Kerala,Kozhikode (KL-11),4W,Sedan,Hyundai,Petrol,BS6,0,7,0
REG102018,16-02-2023,2023,Maharashtra,Nashik (MH-15),2W,Scooter,Ather,EV,BS6,0,2,1
REG102019,02-12-2024,2024,Punjab,Amritsar (PB-02),OTH,Road Roller,TAFE,Diesel,BS6,3760,32,0
REG102020,28-01-2024,2024,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Yamaha,Petrol,BS6,0,2,0
REG102021,08-01-2022,2022,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Honda,EV,BS6,0,2,2
REG102022,15-10-2022,2022,West Bengal,Durgapur (WB-40),LCV,Light Bus,Tata Motors,Diesel,BS6,3298,15,2
REG102023,12-10-2022,2022,Gujarat,Surat (GJ-05),4W,Sedan,Skoda,Diesel,BS6,1462,8,2
REG102024,15-02-2019,2019,Rajasthan,Jodhpur (RJ-19),4W,SUV,MG,Hybrid,BS6,0,6,5
REG102025,19-01-2023,2023,West Bengal,Howrah (WB-13),4W,Hatchback,Mahindra,Hybrid,BS6,1498,7,1
REG102026,05-02-2020,2020,Maharashtra,Pune (MH-12),2W,Moped,Ola Electric,Petrol,BS6,350,2,4
REG102027,03-05-2020,2020,Gujarat,Surat (GJ-05),OTH,Road Roller,John Deere,Diesel,BS4,5660,2,4
REG102028,18-08-2018,2018,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Ather,EV,BS4,0,2,6
REG102029,09-04-2024,2024,Punjab,Patiala (PB-11),2W,Moped,Royal Enfield,Petrol,BS6,400,2,0
REG102030,26-07-2024,2024,Gujarat,Surat (GJ-05),2W,Motorcycle,Suzuki,EV,BS6,0,2,0
REG102031,26-01-2024,2024,Telangana,Hyderabad (TS-09),2W,Motorcycle,KTM,EV,BS6,0,2,0
REG102032,15-04-2024,2024,Rajasthan,Udaipur (RJ-27),4W,SUV,Hyundai,Diesel,BS6,1197,5,0
REG102033,25-12-2018,2018,Punjab,Chandigarh (CH-01),4W,SUV,Toyota,Petrol,BS4,1498,5,6
REG102034,16-09-2024,2024,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,Honda,Petrol,BS6,250,2,0
REG102035,16-08-2023,2023,Karnataka,Belgaum (KA-22),OTH,Tractor,TAFE,Diesel,BS6,6700,1,1
REG102036,11-06-2023,2023,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,CNG,BS6,160,2,1
REG102037,10-06-2019,2019,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Hyundai,EV,BS4,0,5,5
REG102038,20-04-2021,2021,Maharashtra,Pune (MH-12),LCV,Light Bus,Tata Motors,Diesel,BS6,2956,12,3
REG102039,23-01-2018,2018,Madhya Pradesh,Ujjain (MP-13),2W,Moped,Ola Electric,Petrol,BS4,350,2,6
REG102040,29-12-2022,2022,Karnataka,Mangalore (KA-19),4W,Sedan,MG,CNG,BS6,1598,5,2
REG102041,07-01-2023,2023,Delhi,Delhi Central (DL-01),2W,Scooter,Royal Enfield,CNG,BS6,150,2,1
REG102042,07-08-2024,2024,Kerala,Kollam (KL-02),2W,Scooter,Yamaha,Petrol,BS6,100,2,0
REG102043,11-11-2022,2022,Telangana,Khammam (TS-07),4W,SUV,Hyundai,Petrol,BS6,1000,6,2
REG102044,05-05-2021,2021,Madhya Pradesh,Gwalior (MP-07),LCV,Light Bus,Mahindra,Diesel,BS4,3298,15,3
REG102045,07-09-2018,2018,Punjab,Amritsar (PB-02),2W,Scooter,Suzuki,Petrol,BS4,0,2,6
REG102046,31-01-2024,2024,Punjab,Chandigarh (CH-01),4W,MUV,Skoda,Diesel,BS6,1000,8,0
REG102047,16-05-2024,2024,Kerala,Thrissur (KL-08),3W,Auto Rickshaw,Kinetic Green,CNG,BS6,225,7,0
REG102048,26-04-2023,2023,Delhi,Delhi East (DL-02),4W,SUV,Kia,CNG,BS6,800,5,1
REG102049,21-11-2018,2018,Uttar Pradesh,Varanasi (UP-65),3W,Auto Rickshaw,TVS,CNG,BS4,250,3,6
REG102050,05-04-2019,2019,Karnataka,Mangalore (KA-19),2W,Scooter,Yamaha,Petrol,BS4,160,2,5
REG102051,21-10-2023,2023,Karnataka,Mangalore (KA-19),4W,Sedan,Skoda,Petrol,BS6,1197,6,1
REG102052,20-10-2023,2023,Delhi,Delhi West (DL-08),2W,Motorcycle,Honda,Petrol,BS6,100,2,1
REG102053,04-10-2018,2018,Madhya Pradesh,Jabalpur (MP-20),LCV,Mini Truck,Ashok Leyland,Diesel,BS3,0,15,6
REG102054,11-03-2021,2021,Gujarat,Surat (GJ-05),2W,Motorcycle,Honda,Petrol,BS6,0,2,3
REG102055,12-10-2023,2023,Maharashtra,Nagpur (MH-31),LCV,Pickup Van,Force Motors,Diesel,BS6,0,12,1
REG102056,22-07-2022,2022,Punjab,Ludhiana (PB-10),2W,Moped,Ola Electric,Hybrid,BS6,100,2,2
REG102057,30-06-2020,2020,Delhi,Delhi East (DL-02),2W,Motorcycle,Hero,CNG,BS6,400,2,4
REG102058,16-08-2022,2022,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Hero,CNG,BS6,110,2,2
REG102059,24-12-2020,2020,Karnataka,Hubli (KA-25),LCV,Mini Truck,Eicher,Diesel,BS6,2956,9,4
REG102060,04-03-2024,2024,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,Hyundai,Diesel,BS6,0,8,0
REG102061,12-08-2023,2023,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Honda,Petrol,BS6,1462,7,1
REG102062,27-03-2022,2022,Rajasthan,Ajmer (RJ-01),4W,SUV,Skoda,Hybrid,BS6,1000,8,2
REG102063,25-12-2022,2022,Telangana,Khammam (TS-07),2W,Motorcycle,Yamaha,Petrol,BS6,0,2,2
REG102064,03-09-2022,2022,Delhi,Delhi Central (DL-01),4W,MUV,Skoda,Petrol,BS6,1197,7,2
REG102065,02-09-2019,2019,Rajasthan,Kota (RJ-20),LCV,Light Bus,Tata Motors,Diesel,BS6,2956,9,5
REG102066,11-03-2023,2023,Maharashtra,Pune (MH-12),4W,SUV,Renault,Petrol,BS6,1197,5,1
