Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,CFAR_Category_Adoption_Rate_%,FMI_Fleet_Modernization_Index_%,Is_Transitional_BS4_2020
MP-07-UY-7748,2021-05-05,2021,Madhya Pradesh,Gwalior (MP-07),LCV,Light Bus,Mahindra,Diesel,BS6,3298.0,15,3,37.5,83.33,0
PB-02-VY-7765,2018-09-07,2018,Punjab,Amritsar (PB-02),2W,Scooter,Suzuki,Petrol,BS4,160.0,2,6,41.51,90.57,0
CH-01-WY-7782,2024-01-31,2024,Chandigarh,Chandigarh (CH-01),4W,SUV,Skoda,Diesel,BS6,1000.0,7,0,12.5,83.33,0
KL-08-XY-7799,2024-05-16,2024,Kerala,Thrissur (KL-08),3W,Auto Rickshaw,Kinetic Green,EV,Not Applicable,0.0,4,0,84.38,93.75,0
DL-02-YY-7816,2023-04-26,2023,Delhi,Delhi East (DL-02),4W,SUV,Kia,CNG,BS6,800.0,5,1,22.58,88.17,0
UP-65-ZY-7833,2018-11-21,2018,Uttar Pradesh,Varanasi (UP-65),3W,Auto Rickshaw,TVS,CNG,BS4,250.0,4,6,85.71,85.71,0
KA-19-AZ-7850,2019-04-05,2019,Karnataka,Mangalore (KA-19),2W,Scooter,Yamaha,Petrol,BS4,160.0,2,5,49.39,91.46,0
KA-19-BZ-7867,2023-10-21,2023,Karnataka,Mangalore (KA-19),4W,Sedan,Skoda,Petrol,BS6,1197.0,5,1,25.89,89.29,0
DL-08-CZ-7884,2023-10-20,2023,Delhi,Delhi West (DL-08),2W,Motorcycle,Honda,Petrol,BS6,100.0,2,1,39.39,90.3,0
MP-20-DZ-7901,2018-10-04,2018,Madhya Pradesh,Jabalpur (MP-20),LCV,Mini Truck,Ashok Leyland,Diesel,BS4,2956.0,2,6,37.5,83.33,0
GJ-05-EZ-7918,2021-03-11,2021,Gujarat,Surat (GJ-05),2W,Motorcycle,Honda,Petrol,BS6,150.0,2,3,41.43,92.86,0
MH-31-FZ-7935,2023-10-12,2023,Maharashtra,Nagpur (MH-31),LCV,Pickup Van,Force Motors,Diesel,BS6,2956.0,2,1,22.58,90.32,0
PB-10-GZ-7952,2022-07-22,2022,Punjab,Ludhiana (PB-10),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,41.51,90.57,0
DL-02-HZ-7969,2020-06-30,2020,Delhi,Delhi East (DL-02),2W,Motorcycle,Hero,Petrol,BS6,400.0,2,4,39.39,90.3,0
TN-01-IZ-7986,2022-08-16,2022,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Hero,Petrol,BS6,110.0,2,2,44.68,95.74,0
KA-25-JZ-8003,2020-12-24,2020,Karnataka,Hubli (KA-25),LCV,Mini Truck,Eicher,Diesel,BS6,2956.0,2,4,26.92,88.46,0
MP-13-KZ-8020,2024-03-04,2024,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,Hyundai,Diesel,BS6,1462.0,5,0,28.28,85.86,0
KL-01-LZ-8037,2023-08-12,2023,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Honda,Petrol,BS6,1462.0,5,1,24.55,90.0,0
RJ-01-MZ-8054,2022-03-28,2022,Rajasthan,Ajmer (RJ-01),4W,SUV,Skoda,Hybrid,BS6,1000.0,7,2,26.0,89.0,0
TS-07-NZ-8071,2022-12-26,2022,Telangana,Khammam (TS-07),2W,Motorcycle,Yamaha,Petrol,BS6,150.0,2,2,40.8,92.8,0
DL-01-OZ-8088,2022-09-03,2022,Delhi,Delhi Central (DL-01),4W,SUV,Skoda,Petrol,BS6,1197.0,7,2,22.58,88.17,0
RJ-20-PZ-8105,2019-09-02,2019,Rajasthan,Kota (RJ-20),LCV,Light Bus,Tata Motors,Diesel,BS4,2956.0,15,5,40.91,72.73,0
MH-12-QZ-8122,2023-03-11,2023,Maharashtra,Pune (MH-12),4W,SUV,Renault,Petrol,BS6,1197.0,5,1,28.89,91.11,0
GJ-01-RZ-8139,2020-09-25,2020,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,4,41.43,92.86,0
KA-19-SZ-8156,2023-01-06,2023,Karnataka,Mangalore (KA-19),OTH,Crane,Escorts,Diesel,BS6,4998.0,2,1,0.0,87.5,0
TN-01-TZ-8173,2023-03-09,2023,Tamil Nadu,Chennai Central (TN-01),4W,SUV,Kia,EV,Not Applicable,0.0,5,1,26.26,91.92,0
WB-40-UZ-8190,2021-01-22,2021,West Bengal,Durgapur (WB-40),LCV,Mini Truck,Tata Motors,Diesel,BS6,2956.0,2,3,39.13,86.96,0
KA-19-VZ-8207,2021-12-16,2021,Karnataka,Mangalore (KA-19),2W,Motorcycle,Suzuki,Petrol,BS6,100.0,2,3,49.39,91.46,0
RJ-01-WZ-8224,2021-02-19,2021,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,3,48.41,92.86,0
TS-03-XZ-8241,2020-02-15,2020,Telangana,Warangal (TS-03),2W,Motorcycle,Hero,EV,Not Applicable,0.0,2,4,40.8,92.8,0
MP-04-YZ-8258,2024-10-25,2024,Madhya Pradesh,Bhopal (MP-04),3W,E-Rickshaw,Atul Auto,EV,Not Applicable,0.0,4,0,79.31,89.66,0
MH-31-ZZ-8275,2019-07-20,2019,Maharashtra,Nagpur (MH-31),2W,Scooter,Ather,EV,Not Applicable,0.0,2,5,50.93,95.37,0
TN-45-AA-8292,2022-01-29,2022,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Honda,Petrol,BS6,200.0,2,2,44.68,95.74,0
UP-70-BA-8309,2024-07-15,2024,Uttar Pradesh,Allahabad (UP-70),LCV,Pickup Van,Force Motors,Diesel,BS6,2956.0,2,0,35.0,90.0,0
UP-78-CA-8326,2021-10-25,2021,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Suzuki,Petrol,BS6,106.2,2,3,47.06,91.91,0
GJ-06-DA-8343,2024-06-05,2024,Gujarat,Vadodara (GJ-06),4W,MUV,Honda,Diesel,BS6,1462.0,7,0,35.37,95.12,0
PB-08-EA-8360,2022-03-07,2022,Punjab,Jalandhar (PB-08),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,41.51,90.57,0
UP-78-FA-8377,2024-04-20,2024,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Honda,Petrol,BS6,250.0,2,0,47.06,91.91,0
MP-09-GA-8394,2023-12-11,2023,Madhya Pradesh,Indore (MP-09),HCV,Trailer,MAN,Diesel,BS6,4998.0,2,1,4.76,85.71,0
MP-13-HA-8411,2023-12-18,2023,Madhya Pradesh,Ujjain (MP-13),LCV,Light Bus,Tata Motors,Diesel,BS6,2523.0,15,1,37.5,83.33,0
PB-08-IA-8428,2019-10-21,2019,Punjab,Jalandhar (PB-08),2W,Motorcycle,Royal Enfield,Petrol,BS4,250.0,2,5,41.51,90.57,0
GJ-05-JA-8445,2023-08-24,2023,Gujarat,Surat (GJ-05),2W,Scooter,Bajaj,Petrol,BS6,125.0,2,1,41.43,92.86,0
RJ-14-KA-8462,2021-01-18,2021,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Bajaj,Petrol,BS6,150.0,2,3,48.41,92.86,0
KA-01-LA-8479,2021-05-17,2021,Karnataka,Bangalore Central (KA-01),4W,SUV,Renault,Diesel,BS6,1598.0,7,3,25.89,89.29,0
KL-08-MA-8496,2023-10-28,2023,Kerala,Thrissur (KL-08),HCV,Trailer,BharatBenz,Diesel,BS6,5660.0,2,1,0.0,84.0,0
DL-08-NA-8513,2022-07-21,2022,Delhi,Delhi West (DL-08),HCV,Tanker,Volvo,Diesel,BS6,6700.0,2,2,0.0,68.75,0
TS-01-OA-8530,2024-02-10,2024,Telangana,Karimnagar (TS-01),HCV,Truck,BharatBenz,Diesel,BS6,4998.0,2,0,7.14,92.86,0
GJ-06-PA-8547,2021-06-07,2021,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,EV,Not Applicable,0.0,2,3,41.43,92.86,0
KA-25-QA-8564,2021-10-22,2021,Karnataka,Hubli (KA-25),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,3,49.39,91.46,0
UP-80-RA-8581,2018-03-12,2018,Uttar Pradesh,Agra (UP-80),LCV,Mini Truck,Tata Motors,Diesel,BS4,2956.0,2,6,35.0,90.0,0
KL-02-SA-8598,2019-01-28,2019,Kerala,Kollam (KL-02),OTH,Tractor,TAFE,Diesel,BS4,5660.0,2,5,0.0,62.5,0
PB-10-TA-8615,2021-06-08,2021,Punjab,Ludhiana (PB-10),2W,Motorcycle,Suzuki,Petrol,BS6,150.0,2,3,41.51,90.57,0
KL-01-UA-8632,2023-02-23,2023,Kerala,Thiruvananthapuram (KL-01),3W,E-Rickshaw,Piaggio,EV,Not Applicable,0.0,4,1,84.38,93.75,0
TS-09-VA-8649,2020-02-10,2020,Telangana,Hyderabad (TS-09),3W,Tempo,TVS,CNG,BS4,250.0,4,4,81.25,100.0,1
TS-01-WA-8666,2020-12-02,2020,Telangana,Karimnagar (TS-01),2W,Motorcycle,Royal Enfield,Petrol,BS6,94.1,2,4,40.8,92.8,0
KL-07-XA-8683,2021-11-30,2021,Kerala,Kochi (KL-07),2W,Motorcycle,KTM,Petrol,BS6,102.0,2,3,44.63,96.69,0
MH-01-YA-8700,2024-01-13,2024,Maharashtra,Mumbai Central (MH-01),3W,Tempo,Piaggio,EV,Not Applicable,0.0,4,0,87.5,87.5,0
KL-07-ZA-8717,2019-07-24,2019,Kerala,Kochi (KL-07),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,5,44.63,96.69,0
UP-78-AB-8734,2024-01-24,2024,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Honda,Petrol,BS6,200.0,2,0,47.06,91.91,0
TN-30-BB-8751,2021-12-04,2021,Tamil Nadu,Salem (TN-30),HCV,Truck,Tata Motors,Diesel,BS6,3760.0,2,3,0.0,90.0,0
MH-12-CB-8768,2019-04-06,2019,Maharashtra,Pune (MH-12),3W,Tempo,Piaggio,Petrol,BS4,250.0,4,5,87.5,87.5,0
MP-09-DB-8785,2022-12-20,2022,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,2,40.43,85.11,0
DL-04-EB-8802,2022-01-18,2022,Delhi,Delhi North (DL-04),3W,Tempo,Kinetic Green,EV,Not Applicable,0.0,4,2,89.47,94.74,0
DL-04-FB-8819,2023-01-14,2023,Delhi,Delhi North (DL-04),4W,SUV,Tata Motors,Diesel,BS6,1197.0,7,1,22.58,88.17,0
DL-08-GB-8836,2023-12-16,2023,Delhi,Delhi West (DL-08),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,39.39,90.3,0
DL-02-HB-8853,2023-09-25,2023,Delhi,Delhi East (DL-02),2W,Motorcycle,KTM,Petrol,BS6,103.3,2,1,39.39,90.3,0
PB-10-IB-8870,2023-07-01,2023,Punjab,Ludhiana (PB-10),2W,Motorcycle,KTM,Petrol,BS6,150.0,2,1,41.51,90.57,0
TN-37-JB-8887,2024-07-22,2024,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Ather,EV,Not Applicable,0.0,2,0,44.68,95.74,0
MH-20-KB-8904,2021-03-03,2021,Maharashtra,Aurangabad (MH-20),OTH,Tractor,Escorts,Diesel,BS6,4998.0,2,3,0.0,71.43,0
DL-04-LB-8921,2020-06-30,2020,Delhi,Delhi North (DL-04),2W,Motorcycle,KTM,Petrol,BS6,400.0,2,4,39.39,90.3,0
DL-09-MB-8938,2023-08-11,2023,Delhi,Delhi South (DL-09),4W,Sedan,Hyundai,Diesel,BS6,1498.0,5,1,22.58,88.17,0
UP-65-NB-8955,2020-12-19,2020,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Royal Enfield,Petrol,BS6,125.0,2,4,47.06,91.91,0
TN-37-OB-8972,2023-05-10,2023,Tamil Nadu,Coimbatore (TN-37),HCV,Truck,MAN,Diesel,BS6,4998.0,2,1,0.0,90.0,0
TS-07-PB-8989,2023-07-27,2023,Telangana,Khammam (TS-07),2W,Moped,TVS,Petrol,BS6,100.0,2,1,40.8,92.8,0
UP-78-QB-9006,2023-05-05,2023,Uttar Pradesh,Kanpur (UP-78),4W,SUV,Mahindra,Diesel,BS6,2179.0,7,1,19.75,88.89,0
KA-01-RB-9023,2023-02-23,2023,Karnataka,Bangalore Central (KA-01),4W,SUV,Honda,Petrol,BS6,1494.7,5,1,25.89,89.29,0
WB-40-SB-9040,2019-06-15,2019,West Bengal,Durgapur (WB-40),2W,Motorcycle,Royal Enfield,Petrol,BS4,108.4,2,5,39.16,92.31,0
MH-01-TB-9057,2023-05-27,2023,Maharashtra,Mumbai Central (MH-01),2W,Scooter,TVS,Petrol,BS6,250.0,2,1,50.93,95.37,0
DL-09-UB-9074,2019-05-22,2019,Delhi,Delhi South (DL-09),4W,MUV,Toyota,Diesel,BS4,2179.0,5,5,22.58,88.17,0
RJ-20-VB-9091,2023-02-14,2023,Rajasthan,Kota (RJ-20),2W,Motorcycle,TVS,EV,Not Applicable,0.0,2,1,48.41,92.86,0
KL-11-WB-9108,2022-10-19,2022,Kerala,Kozhikode (KL-11),2W,Moped,Yamaha,Petrol,BS6,88.0,2,2,44.63,96.69,0
PB-08-XB-9125,2022-07-04,2022,Punjab,Jalandhar (PB-08),4W,Sedan,Skoda,Diesel,BS6,1197.0,5,2,28.17,87.32,0
WB-01-YB-9142,2022-12-08,2022,West Bengal,Kolkata (WB-01),4W,SUV,Kia,Petrol,BS6,800.0,5,2,23.66,84.95,0
PB-08-ZB-9159,2021-10-20,2021,Punjab,Jalandhar (PB-08),2W,Scooter,Honda,Petrol,BS6,86.1,2,3,41.51,90.57,0
KL-08-AC-9176,2022-08-22,2022,Kerala,Thrissur (KL-08),LCV,Light Bus,Force Motors,Diesel,BS6,2956.0,15,2,32.35,94.12,0
PB-11-BC-9193,2022-04-29,2022,Punjab,Patiala (PB-11),3W,Auto Rickshaw,Piaggio,Diesel,BS6,200.0,4,2,76.0,92.0,0
TN-37-CC-9210,2024-10-22,2024,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Hero,EV,Not Applicable,0.0,2,0,44.68,95.74,0
TS-07-DC-9227,2020-04-16,2020,Telangana,Khammam (TS-07),3W,Tempo,Mahindra,Diesel,BS6,250.0,4,4,81.25,100.0,0
KA-22-EC-9244,2020-12-10,2020,Karnataka,Belgaum (KA-22),2W,Scooter,Yamaha,Petrol,BS6,160.0,2,4,49.39,91.46,0
MP-07-FC-9261,2020-02-05,2020,Madhya Pradesh,Gwalior (MP-07),2W,Motorcycle,TVS,Petrol,BS4,200.0,2,4,40.43,85.11,1
MH-31-GC-9278,2022-05-26,2022,Maharashtra,Nagpur (MH-31),3W,E-Rickshaw,TVS,EV,Not Applicable,0.0,4,2,87.5,87.5,0
KL-01-HC-9295,2021-10-06,2021,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Ather,EV,Not Applicable,0.0,2,3,44.63,96.69,0
WB-73-IC-9312,2024-08-02,2024,West Bengal,Siliguri (WB-73),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,0,39.16,92.31,0
UP-80-JC-9329,2018-05-07,2018,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Royal Enfield,Petrol,BS4,200.0,2,6,47.06,91.91,0
RJ-19-KC-9346,2021-10-18,2021,Rajasthan,Jodhpur (RJ-19),3W,Auto Rickshaw,Atul Auto,Petrol,BS6,225.0,4,3,85.19,100.0,0
TN-30-LC-9363,2021-12-23,2021,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,3,44.68,95.74,0
DL-08-MC-9380,2022-04-02,2022,Delhi,Delhi West (DL-08),2W,Moped,Yamaha,EV,Not Applicable,0.0,2,2,39.39,90.3,0
RJ-14-NC-9397,2023-06-03,2023,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,KTM,Petrol,BS6,150.0,2,1,48.41,92.86,0
KA-25-OC-9414,2021-07-31,2021,Karnataka,Hubli (KA-25),4W,SUV,Skoda,Diesel,BS6,1968.0,7,3,25.89,89.29,0
GJ-06-PC-9431,2023-06-06,2023,Gujarat,Vadodara (GJ-06),4W,SUV,Mahindra,Petrol,BS6,1000.0,7,1,35.37,95.12,0
PB-11-QC-9448,2022-04-26,2022,Punjab,Patiala (PB-11),4W,SUV,Kia,Petrol,BS6,1498.0,5,2,28.17,87.32,0
GJ-01-RC-9465,2022-04-25,2022,Gujarat,Ahmedabad (GJ-01),3W,Tempo,Kinetic Green,EV,Not Applicable,0.0,4,2,89.47,100.0,0
RJ-01-SC-9482,2024-12-09,2024,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,KTM,Petrol,BS6,104.4,2,0,48.41,92.86,0
MP-13-TC-9499,2020-10-19,2020,Madhya Pradesh,Ujjain (MP-13),4W,SUV,Hyundai,Petrol,BS6,2179.0,7,4,28.28,85.86,0
MH-12-UC-9516,2021-06-28,2021,Maharashtra,Pune (MH-12),2W,Scooter,Hero,EV,Not Applicable,0.0,2,3,50.93,95.37,0
GJ-03-VC-9533,2024-01-20,2024,Gujarat,Rajkot (GJ-03),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,0,41.43,92.86,0
MH-01-WC-9550,2021-03-17,2021,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Suzuki,Petrol,BS6,104.6,2,3,50.93,95.37,0
DL-09-XC-9567,2024-03-11,2024,Delhi,Delhi South (DL-09),2W,Motorcycle,TVS,Petrol,BS6,110.0,2,0,39.39,90.3,0
DL-04-YC-9584,2023-04-08,2023,Delhi,Delhi North (DL-04),2W,Scooter,Yamaha,EV,Not Applicable,0.0,2,1,39.39,90.3,0
PB-02-ZC-9601,2024-10-21,2024,Punjab,Amritsar (PB-02),4W,MUV,Maruti Suzuki,CNG,BS6,1462.0,5,0,28.17,87.32,0
GJ-06-AD-9618,2021-04-24,2021,Gujarat,Vadodara (GJ-06),4W,SUV,Kia,EV,Not Applicable,0.0,5,3,35.37,95.12,0
DL-09-BD-9635,2024-07-27,2024,Delhi,Delhi South (DL-09),4W,SUV,Mahindra,Petrol,BS6,1197.0,5,0,22.58,88.17,0
MH-12-CD-9652,2021-12-02,2021,Maharashtra,Pune (MH-12),2W,Motorcycle,Royal Enfield,Petrol,BS6,110.0,2,3,50.93,95.37,0
MH-31-DD-9669,2022-12-12,2022,Maharashtra,Nagpur (MH-31),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,50.93,95.37,0
TS-09-ED-9686,2023-10-19,2023,Telangana,Hyderabad (TS-09),2W,Moped,Yamaha,Petrol,BS6,93.8,2,1,40.8,92.8,0
UP-70-FD-9703,2023-08-14,2023,Uttar Pradesh,Allahabad (UP-70),HCV,Bus,MAN,Diesel,BS6,5660.0,32,1,0.0,85.71,0
WB-40-GD-9720,2024-03-20,2024,West Bengal,Durgapur (WB-40),2W,Motorcycle,Royal Enfield,Petrol,BS6,150.0,2,0,39.16,92.31,0
TS-05-HD-9737,2022-08-05,2022,Telangana,Nizamabad (TS-05),HCV,Bus,Ashok Leyland,Diesel,BS6,6700.0,32,2,7.14,92.86,0
TN-30-ID-9754,2019-11-16,2019,Tamil Nadu,Salem (TN-30),4W,SUV,Mahindra,Petrol,BS4,1462.0,5,5,26.26,91.92,0
TN-01-JD-9771,2022-04-27,2022,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,44.68,95.74,0
DL-02-KD-9788,2023-12-11,2023,Delhi,Delhi East (DL-02),2W,Motorcycle,KTM,Petrol,BS6,250.0,2,1,39.39,90.3,0
WB-40-LD-9805,2020-11-09,2020,West Bengal,Durgapur (WB-40),HCV,Truck,BharatBenz,Diesel,BS6,5660.0,2,4,0.0,91.67,0
RJ-19-MD-9822,2023-01-30,2023,Rajasthan,Jodhpur (RJ-19),LCV,Mini Truck,Mahindra,Diesel,BS6,2523.0,2,1,40.91,72.73,0
DL-09-ND-9839,2020-05-18,2020,Delhi,Delhi South (DL-09),4W,SUV,MG,Petrol,BS6,1197.0,5,4,22.58,88.17,0
TN-45-OD-9856,2023-01-09,2023,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,1,44.68,95.74,0
WB-13-PD-9873,2024-08-12,2024,West Bengal,Howrah (WB-13),HCV,Bus,Volvo,Diesel,BS6,6700.0,32,0,0.0,91.67,0
MP-13-QD-9890,2023-06-14,2023,Madhya Pradesh,Ujjain (MP-13),3W,Auto Rickshaw,Mahindra,EV,Not Applicable,0.0,4,1,79.31,89.66,0
KA-22-RD-9907,2021-10-05,2021,Karnataka,Belgaum (KA-22),4W,SUV,Kia,Petrol,BS6,1462.0,5,3,25.89,89.29,0
TN-30-SD-9924,2020-11-02,2020,Tamil Nadu,Salem (TN-30),4W,SUV,Renault,Petrol,BS6,800.0,7,4,26.26,91.92,0
UP-65-TD-9941,2023-05-08,2023,Uttar Pradesh,Varanasi (UP-65),4W,SUV,Kia,Diesel,BS6,2179.0,7,1,19.75,88.89,0
MP-09-UD-9958,2019-01-25,2019,Madhya Pradesh,Indore (MP-09),3W,Auto Rickshaw,Piaggio,CNG,BS4,200.0,4,5,79.31,89.66,0
WB-39-VD-9975,2022-11-11,2022,West Bengal,Asansol (WB-39),2W,Moped,Yamaha,Petrol,BS6,100.0,2,2,39.16,92.31,0
MP-04-WD-9992,2023-04-26,2023,Madhya Pradesh,Bhopal (MP-04),3W,Auto Rickshaw,Mahindra,CNG,BS6,225.0,4,1,79.31,89.66,0
KA-22-XD-1009,2021-06-12,2021,Karnataka,Belgaum (KA-22),OTH,Tractor,John Deere,Diesel,BS6,3760.0,2,3,0.0,87.5,0
KA-09-YD-1026,2020-10-12,2020,Karnataka,Mysore (KA-09),2W,Scooter,Suzuki,Petrol,BS6,108.5,2,4,49.39,91.46,0
TN-37-ZD-1043,2019-07-12,2019,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,TVS,Petrol,BS4,200.0,2,5,44.68,95.74,0
MP-07-AE-1060,2023-12-21,2023,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Mahindra,Petrol,BS6,1462.0,7,1,28.28,85.86,0
DL-08-BE-1077,2022-09-13,2022,Delhi,Delhi West (DL-08),2W,Scooter,Hero,Petrol,BS6,105.3,2,2,39.39,90.3,0
PB-11-CE-1094,2018-01-06,2018,Punjab,Patiala (PB-11),HCV,Truck,Volvo,Diesel,BS4,5660.0,2,6,0.0,68.0,0
MP-20-DE-1111,2023-04-08,2023,Madhya Pradesh,Jabalpur (MP-20),4W,SUV,Hyundai,CNG,BS6,2179.0,7,1,28.28,85.86,0
GJ-18-EE-1128,2023-03-23,2023,Gujarat,Gandhinagar (GJ-18),4W,Sedan,Honda,Diesel,BS6,1598.0,5,1,35.37,95.12,0
DL-08-FE-1145,2023-07-03,2023,Delhi,Delhi West (DL-08),2W,Motorcycle,KTM,Petrol,BS6,160.0,2,1,39.39,90.3,0
TN-01-GE-1162,2019-03-11,2019,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Yamaha,EV,Not Applicable,0.0,2,5,44.68,95.74,0
MP-07-HE-1179,2021-06-15,2021,Madhya Pradesh,Gwalior (MP-07),4W,Sedan,Tata Motors,CNG,BS6,1968.0,5,3,28.28,85.86,0
MH-12-IE-1196,2020-08-25,2020,Maharashtra,Pune (MH-12),4W,SUV,Skoda,Diesel,BS6,1197.0,7,4,28.89,91.11,0
TN-45-JE-1213,2021-12-06,2021,Tamil Nadu,Trichy (TN-45),4W,Sedan,Maruti Suzuki,Diesel,BS6,1498.0,5,3,26.26,91.92,0
MP-13-KE-1230,2019-10-03,2019,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,Bajaj,Petrol,BS4,100.0,2,5,40.43,85.11,0
MH-31-LE-1247,2023-04-01,2023,Maharashtra,Nagpur (MH-31),4W,Sedan,Tata Motors,Petrol,BS6,1197.0,5,1,28.89,91.11,0
TN-01-ME-1264,2024-12-30,2024,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Ather,EV,Not Applicable,0.0,2,0,44.68,95.74,0
TS-03-NE-1281,2022-06-02,2022,Telangana,Warangal (TS-03),LCV,Light Bus,Force Motors,Diesel,BS6,2523.0,15,2,0.0,84.62,0
CH-01-OE-1298,2018-06-06,2018,Chandigarh,Chandigarh (CH-01),4W,SUV,Renault,Diesel,BS4,1197.0,5,6,12.5,83.33,0
MH-15-PE-1315,2023-05-06,2023,Maharashtra,Nashik (MH-15),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,1,50.93,95.37,0
TS-05-QE-1332,2024-06-08,2024,Telangana,Nizamabad (TS-05),4W,MUV,Honda,Petrol,BS6,1000.0,7,0,25.47,92.45,0
KL-07-RE-1349,2022-08-12,2022,Kerala,Kochi (KL-07),2W,Moped,TVS,Petrol,BS6,90.7,2,2,44.63,96.69,0
TN-01-SE-1366,2019-03-25,2019,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Royal Enfield,Petrol,BS4,137.5,2,5,44.68,95.74,0
GJ-18-TE-1383,2022-10-18,2022,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,Royal Enfield,Petrol,BS6,110.0,2,2,41.43,92.86,0
KA-19-UE-1400,2021-11-01,2021,Karnataka,Mangalore (KA-19),LCV,Pickup Van,Mahindra,EV,Not Applicable,0.0,2,3,26.92,88.46,0
KL-02-VE-1417,2020-10-08,2020,Kerala,Kollam (KL-02),2W,Scooter,Ather,EV,Not Applicable,0.0,2,4,44.63,96.69,0
MH-12-WE-1434,2023-03-28,2023,Maharashtra,Pune (MH-12),LCV,Pickup Van,Force Motors,Diesel,BS6,2523.0,2,1,22.58,90.32,0
MH-31-XE-1451,2020-04-06,2020,Maharashtra,Nagpur (MH-31),HCV,Bus,Eicher,Diesel,BS6,3760.0,32,4,0.0,84.62,0
RJ-14-YE-1468,2024-10-08,2024,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Royal Enfield,Petrol,BS6,100.0,2,0,48.41,92.86,0
RJ-01-ZE-1485,2023-11-10,2023,Rajasthan,Ajmer (RJ-01),4W,SUV,Skoda,Petrol,BS6,800.0,5,1,26.0,89.0,0
WB-73-AF-1502,2023-04-27,2023,West Bengal,Siliguri (WB-73),4W,MUV,Tata Motors,Diesel,BS6,1197.0,7,1,23.66,84.95,0
TS-07-BF-1519,2023-02-13,2023,Telangana,Khammam (TS-07),LCV,Light Bus,Mahindra,Diesel,BS6,3298.0,15,1,0.0,84.62,0
KA-22-CF-1536,2022-08-11,2022,Karnataka,Belgaum (KA-22),HCV,Tanker,Ashok Leyland,Diesel,BS6,4998.0,2,2,0.0,96.15,0
KA-01-DF-1553,2022-04-13,2022,Karnataka,Bangalore Central (KA-01),OTH,Tractor,TAFE,Diesel,BS6,4998.0,2,2,0.0,87.5,0
TN-01-EF-1570,2022-02-02,2022,Tamil Nadu,Chennai Central (TN-01),4W,Sedan,Toyota,Petrol,BS6,1462.0,5,2,26.26,91.92,0
RJ-14-FF-1587,2019-08-05,2019,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,KTM,Petrol,BS4,200.0,2,5,48.41,92.86,0
PB-10-GF-1604,2024-05-06,2024,Punjab,Ludhiana (PB-10),2W,Scooter,Ather,EV,Not Applicable,0.0,2,0,41.51,90.57,0
PB-10-HF-1621,2022-12-22,2022,Punjab,Ludhiana (PB-10),3W,E-Rickshaw,Mahindra,EV,Not Applicable,0.0,4,2,76.0,92.0,0
