Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,is_clean,is_compliant,CFAR,FMI
REG102009,08-02-2021,2021,Gujarat,Ahmedabad (GJ-01),4W,Sedan,MG,Petrol,BS6,1000.0,5,3,False,True,50.0,95.0
REG102010,14-03-2021,2021,Gujarat,Ahmedabad (GJ-01),4W,MUV,Tata Motors,Diesel,BS6,2179.0,7,3,False,True,50.0,95.0
REG102011,09-03-2023,2023,Telangana,Khammam (TS-07),2W,Motorcycle,Royal Enfield,CNG,BS6,110.0,2,1,True,True,32.25806451612903,98.38709677419355
REG102012,16-09-2021,2021,Telangana,Nizamabad (TS-05),4W,SUV,MG,Petrol,BS4,1197.0,5,3,False,False,38.70967741935484,93.54838709677419
REG102013,26-01-2023,2023,Punjab,Ludhiana (PB-10),2W,Scooter,KTM,Petrol,BS6,110.0,2,1,False,True,33.33333333333333,100.0
REG102014,24-08-2021,2021,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Yamaha,Petrol,BS6,125.0,2,3,False,True,44.89795918367347,95.91836734693877
REG102015,08-11-2020,2020,Delhi,Delhi East (DL-02),2W,Scooter,TVS,EV,BS6,0.0,2,4,True,True,38.23529411764706,85.29411764705883
REG102016,04-04-2023,2023,Kerala,Kozhikode (KL-11),2W,Motorcycle,KTM,EV,BS6,0.0,2,1,True,True,30.508474576271187,96.61016949152543
REG102017,18-07-2024,2024,Kerala,Kozhikode (KL-11),4W,Sedan,Hyundai,Petrol,BS6,1462.0,5,0,False,True,36.17021276595745,100.0
REG102018,16-02-2023,2023,Maharashtra,Nashik (MH-15),2W,Scooter,Ather,EV,BS6,0.0,2,1,True,True,32.72727272727273,98.18181818181819
REG102019,02-12-2024,2024,Punjab,Amritsar (PB-02),OTH,Road Roller,TAFE,Diesel,BS6,3760.0,2,0,False,True,31.25,100.0
REG102020,28-01-2024,2024,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Yamaha,Petrol,BS6,150.0,2,0,False,True,38.88888888888889,100.0
REG102021,08-01-2022,2022,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Honda,EV,BS6,0.0,2,2,True,True,48.148148148148145,96.29629629629629
REG102022,15-10-2022,2022,West Bengal,Durgapur (WB-40),LCV,Light Bus,Tata Motors,Diesel,BS6,3298.0,15,2,False,True,35.714285714285715,98.21428571428571
REG102023,12-10-2022,2022,Gujarat,Surat (GJ-05),4W,Sedan,Skoda,Diesel,BS6,1462.0,5,2,False,True,50.0,95.65217391304348
REG102024,15-02-2019,2019,Rajasthan,Jodhpur (RJ-19),4W,SUV,MG,Hybrid,BS6,1480.0,6,5,True,True,23.809523809523807,14.285714285714285
REG102025,19-01-2023,2023,West Bengal,Howrah (WB-13),4W,Hatchback,Mahindra,Hybrid,BS6,1498.0,5,1,True,True,45.0,97.5
REG102026,05-02-2020,2020,Maharashtra,Pune (MH-12),2W,Moped,Ola Electric,Petrol,BS6,350.0,2,4,False,True,34.61538461538461,84.61538461538461
REG102027,03-05-2020,2020,Gujarat,Surat (GJ-05),OTH,Road Roller,John Deere,Diesel,BS4,5660.0,2,4,False,False,33.33333333333333,81.81818181818183
REG102028,18-08-2018,2018,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Ather,EV,BS4,0.0,2,6,True,False,37.5,0.0
REG102029,09-04-2024,2024,Punjab,Patiala (PB-11),2W,Moped,Royal Enfield,Petrol,BS6,400.0,2,0,False,True,31.25,100.0
REG102030,26-07-2024,2024,Gujarat,Surat (GJ-05),2W,Motorcycle,Suzuki,EV,BS6,0.0,2,0,True,True,35.294117647058826,100.0
REG102031,26-01-2024,2024,Telangana,Hyderabad (TS-09),2W,Motorcycle,KTM,EV,BS6,0.0,2,0,True,True,25.71428571428571,100.0
REG102032,15-04-2024,2024,Rajasthan,Udaipur (RJ-27),4W,SUV,Hyundai,Diesel,BS6,1197.0,5,0,False,True,41.02564102564102,100.0
REG102033,25-12-2018,2018,Punjab,Chandigarh (CH-01),4W,SUV,Toyota,Petrol,BS4,1498.0,5,6,False,False,18.181818181818183,0.0
REG102034,16-09-2024,2024,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,Honda,Petrol,BS6,250.0,2,0,False,True,48.837209302325576,100.0
REG102035,16-08-2023,2023,Karnataka,Belgaum (KA-22),OTH,Tractor,TAFE,Diesel,BS6,6700.0,1,1,False,True,37.17948717948718,99.14529914529915
REG102036,11-06-2023,2023,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,CNG,BS6,160.0,2,1,True,True,36.36363636363637,96.36363636363636
REG102037,10-06-2019,2019,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Hyundai,EV,BS4,0.0,5,5,True,False,39.130434782608695,4.3478260869565215
REG102038,20-04-2021,2021,Maharashtra,Pune (MH-12),LCV,Light Bus,Tata Motors,Diesel,BS6,2956.0,12,3,False,True,44.73684210526316,100.0
REG102039,23-01-2018,2018,Madhya Pradesh,Ujjain (MP-13),2W,Moped,Ola Electric,Petrol,BS4,350.0,2,6,False,False,34.78260869565217,0.0
REG102040,29-12-2022,2022,Karnataka,Mangalore (KA-19),4W,Sedan,MG,CNG,BS6,1598.0,5,2,True,True,43.333333333333336,96.66666666666667
REG102041,07-01-2023,2023,Delhi,Delhi Central (DL-01),2W,Scooter,Royal Enfield,CNG,BS6,150.0,2,1,True,True,36.666666666666664,98.33333333333333
REG102042,07-08-2024,2024,Kerala,Kollam (KL-02),2W,Scooter,Yamaha,Petrol,BS6,100.0,2,0,False,True,36.17021276595745,100.0
REG102043,11-11-2022,2022,Telangana,Khammam (TS-07),4W,SUV,Hyundai,Petrol,BS6,1000.0,6,2,False,True,37.5,97.91666666666666
REG102044,05-05-2021,2021,Madhya Pradesh,Gwalior (MP-07),LCV,Light Bus,Mahindra,Diesel,BS4,3298.0,15,3,False,False,44.89795918367347,95.91836734693877
REG102045,07-09-2018,2018,Punjab,Amritsar (PB-02),2W,Scooter,Suzuki,Petrol,BS4,160.0,2,6,False,False,18.181818181818183,0.0
REG102046,31-01-2024,2024,Punjab,Chandigarh (CH-01),4W,MUV,Skoda,Diesel,BS6,1000.0,8,0,False,True,31.25,100.0
REG102047,16-05-2024,2024,Kerala,Thrissur (KL-08),3W,Auto Rickshaw,Kinetic Green,CNG,BS6,225.0,7,0,True,True,36.17021276595745,100.0
REG102048,26-04-2023,2023,Delhi,Delhi East (DL-02),4W,SUV,Kia,CNG,BS6,800.0,5,1,True,True,36.666666666666664,98.33333333333333
REG102049,21-11-2018,2018,Uttar Pradesh,Varanasi (UP-65),3W,Auto Rickshaw,TVS,CNG,BS4,250.0,3,6,True,False,37.5,0.0
REG102050,05-04-2019,2019,Karnataka,Mangalore (KA-19),2W,Scooter,Yamaha,Petrol,BS4,160.0,2,5,False,False,31.32530120481928,9.63855421686747
REG102051,21-10-2023,2023,Karnataka,Mangalore (KA-19),4W,Sedan,Skoda,Petrol,BS6,1197.0,5,1,False,True,37.17948717948718,99.14529914529915
REG102052,20-10-2023,2023,Delhi,Delhi West (DL-08),2W,Motorcycle,Honda,Petrol,BS6,100.0,2,1,False,True,36.666666666666664,98.33333333333333
REG102053,04-10-2018,2018,Madhya Pradesh,Jabalpur (MP-20),LCV,Mini Truck,Ashok Leyland,Diesel,BS3,2956.0,9,6,False,False,34.78260869565217,0.0
REG102054,11-03-2021,2021,Gujarat,Surat (GJ-05),2W,Motorcycle,Honda,Petrol,BS6,150.0,2,3,False,True,50.0,95.0
REG102055,12-10-2023,2023,Maharashtra,Nagpur (MH-31),LCV,Pickup Van,Force Motors,Diesel,BS6,2956.0,9,1,False,True,32.72727272727273,98.18181818181819
REG102056,22-07-2022,2022,Punjab,Ludhiana (PB-10),2W,Moped,Ola Electric,Hybrid,BS6,100.0,2,2,True,True,39.21568627450981,98.0392156862745
REG102057,30-06-2020,2020,Delhi,Delhi East (DL-02),2W,Motorcycle,Hero,CNG,BS6,400.0,2,4,True,True,38.23529411764706,85.29411764705883
REG102058,16-08-2022,2022,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Hero,CNG,BS6,110.0,2,2,True,True,48.148148148148145,96.29629629629629
REG102059,24-12-2020,2020,Karnataka,Hubli (KA-25),LCV,Mini Truck,Eicher,Diesel,BS6,2956.0,9,4,False,True,37.5,83.33333333333334
REG102060,04-03-2024,2024,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,Hyundai,Diesel,BS6,1462.0,5,0,False,True,48.837209302325576,100.0
REG102061,12-08-2023,2023,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Honda,Petrol,BS6,1462.0,5,1,False,True,30.508474576271187,96.61016949152543
REG102062,27-03-2022,2022,Rajasthan,Ajmer (RJ-01),4W,SUV,Skoda,Hybrid,BS6,1000.0,8,2,True,True,30.0,100.0
REG102063,25-12-2022,2022,Telangana,Khammam (TS-07),2W,Motorcycle,Yamaha,Petrol,BS6,150.0,2,2,False,True,37.5,97.91666666666666
REG102064,03-09-2022,2022,Delhi,Delhi Central (DL-01),4W,MUV,Skoda,Petrol,BS6,1197.0,7,2,False,True,28.57142857142857,100.0
REG102065,02-09-2019,2019,Rajasthan,Kota (RJ-20),LCV,Light Bus,Tata Motors,Diesel,BS6,2956.0,9,5,False,True,23.809523809523807,14.285714285714285
REG102066,11-03-2023,2023,Maharashtra,Pune (MH-12),4W,SUV,Renault,Petrol,BS6,1197.0,5,1,False,True,32.72727272727273,98.18181818181819
REG102067,25-09-2020,2020,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Royal Enfield,EV,BS6,0.0,2,4,True,True,33.33333333333333,81.81818181818183
REG102068,06-01-2023,2023,Karnataka,Mangalore (KA-19),OTH,Crane,Escorts,Diesel,BS6,4998.0,1,1,False,True,37.17948717948718,99.14529914529915
REG102069,09-03-2023,2023,Tamil Nadu,Chennai Central (TN-01),4W,Hatchback,Kia,EV,BS6,0.0,5,1,True,True,41.509433962264154,96.22641509433963
REG102070,22-01-2021,2021,West Bengal,Durgapur (WB-40),LCV,Mini Truck,Tata Motors,Diesel,BS6,2956.0,9,3,False,True,39.130434782608695,95.65217391304348
REG102071,16-12-2021,2021,Karnataka,Mangalore (KA-19),2W,Motorcycle,Suzuki,Petrol,BS6,100.0,2,3,False,True,32.88590604026846,94.63087248322147
REG102072,19-02-2021,2021,Rajasthan,Ajmer (RJ-01),2W,Scooter,KTM,EV,BS6,0.0,2,3,True,True,42.857142857142854,95.23809523809523
REG102073,15-02-2020,2020,Telangana,Warangal (TS-03),2W,Motorcycle,Hero,EV,BS6,0.0,2,4,True,True,45.16129032258064,90.32258064516128
REG102074,25-10-2024,2024,Madhya Pradesh,Bhopal (MP-04),3W,E-Rickshaw,Atul Auto,CNG,BS6,225.0,3,0,True,True,48.837209302325576,100.0
REG102075,20-07-2019,2019,Maharashtra,Nagpur (MH-31),2W,Moped,Ather,Petrol,BS4,125.0,2,5,False,False,36.84210526315789,5.263157894736842
REG102076,29-01-2022,2022,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Honda,Petrol,BS6,200.0,2,2,False,True,48.148148148148145,96.29629629629629
REG102077,15-07-2024,2024,Uttar Pradesh,Allahabad (UP-70),LCV,Pickup Van,Force Motors,Diesel,BS6,2956.0,9,0,False,True,27.77777777777778,100.0
REG102078,25-10-2021,2021,Uttar Pradesh,Kanpur (UP-78),2W,Moped,Suzuki,Petrol,BS6,160.0,2,3,False,True,30.76923076923077,94.87179487179486
REG102079,05-06-2024,2024,Gujarat,Vadodara (GJ-06),4W,MUV,Honda,Diesel,BS6,1462.0,6,0,False,True,35.294117647058826,100.0
REG102080,07-03-2020,2020,Punjab,Jalandhar (PB-08),2W,Scooter,Ola Electric,Petrol,BS6,125.0,2,4,False,True,29.03225806451613,87.09677419354838
REG102081,20-04-2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Honda,Petrol,BS6,250.0,2,0,False,True,27.77777777777778,100.0
REG102082,11-12-2023,2023,Madhya Pradesh,Indore (MP-09),HCV,Trailer,MAN,Diesel,BS6,4998.0,2,1,False,True,36.36363636363637,96.36363636363636
REG102083,18-12-2023,2023,Madhya Pradesh,Ujjain (MP-13),LCV,Light Bus,Tata Motors,Diesel,BS6,2523.0,15,1,False,True,36.36363636363637,96.36363636363636
REG102084,20-10-2019,2019,Punjab,Jalandhar (PB-08),2W,Motorcycle,Royal Enfield,CNG,BS4,250.0,2,5,True,False,52.63157894736842,15.789473684210526
REG102085,24-08-2023,2023,Gujarat,Surat (GJ-05),2W,Scooter,Bajaj,Petrol,BS6,125.0,2,1,False,True,36.84210526315789,100.0
REG102086,18-01-2021,2021,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Bajaj,Petrol,BS6,150.0,2,3,False,True,42.857142857142854,95.23809523809523
REG102087,17-05-2021,2021,Karnataka,Bangalore Central (KA-01),4W,SUV,Renault,Diesel,BS6,1598.0,8,3,False,True,32.88590604026846,94.63087248322147
REG102088,28-10-2023,2023,Kerala,Thrissur (KL-08),HCV,Trailer,BharatBenz,Diesel,BS6,5660.0,2,1,False,True,30.508474576271187,96.61016949152543
REG102089,21-07-2022,2022,Delhi,Delhi West (DL-08),HCV,Tanker,Volvo,Diesel,BS6,6700.0,2,2,False,True,28.57142857142857,100.0
REG102090,10-02-2024,2024,Telangana,Karimnagar (TS-01),HCV,Truck,BharatBenz,Diesel,BS6,4998.0,2,0,False,True,25.71428571428571,100.0
REG102091,06-06-2021,2021,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,EV,BS6,0.0,2,3,True,True,50.0,95.0
REG102092,22-10-2021,2021,Karnataka,Hubli (KA-25),2W,Scooter,Ola Electric,Petrol,BS6,250.0,2,3,False,True,32.88590604026846,94.63087248322147
REG102093,11-03-2018,2018,Uttar Pradesh,Agra (UP-80),LCV,Mini Truck,Tata Motors,Diesel,BS4,2956.0,9,6,False,False,37.5,0.0
REG102094,27-01-2019,2019,Kerala,Kollam (KL-02),OTH,Crane,TAFE,Diesel,BS4,5660.0,1,5,False,False,39.130434782608695,4.3478260869565215
REG102095,08-06-2021,2021,Punjab,Ludhiana (PB-10),2W,Motorcycle,Suzuki,Petrol,BS6,150.0,2,3,False,True,38.46153846153847,100.0
REG102096,23-02-2023,2023,Kerala,Thiruvananthapuram (KL-01),3W,E-Rickshaw,Piaggio,EV,BS6,0.0,3,1,True,True,30.508474576271187,96.61016949152543
REG102097,10-02-2020,2020,Telangana,Hyderabad (TS-09),3W,Tempo,TVS,CNG,BS6,250.0,7,4,True,True,45.16129032258064,90.32258064516128
REG102098,02-12-2020,2020,Telangana,Karimnagar (TS-01),2W,Moped,Royal Enfield,Petrol,BS6,160.0,2,4,False,True,45.16129032258064,90.32258064516128
REG102099,30-11-2021,2021,Kerala,Kochi (KL-07),2W,Moped,KTM,Petrol,BS6,350.0,2,3,False,True,37.254901960784316,94.11764705882352
REG102100,13-01-2024,2024,Maharashtra,Mumbai Central (MH-01),3W,Tempo,Piaggio,EV,BS6,0.0,6,0,True,True,45.714285714285715,100.0
REG102101,24-07-2019,2019,Kerala,Kochi (KL-07),2W,Scooter,KTM,EV,BS4,0.0,2,5,True,False,39.130434782608695,4.3478260869565215
REG102102,24-01-2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Honda,Petrol,BS6,200.0,2,0,False,True,27.77777777777778,100.0
REG102103,04-12-2021,2021,Tamil Nadu,Salem (TN-30),HCV,Truck,Tata Motors,Diesel,BS6,3760.0,2,3,False,True,21.62162162162162,89.1891891891892
REG102104,06-04-2019,2019,Maharashtra,Pune (MH-12),3W,Tempo,Piaggio,Petrol,BS4,250.0,6,5,False,False,36.84210526315789,5.263157894736842
REG102105,20-12-2020,2020,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Ola Electric,Petrol,BS6,110.0,2,4,False,True,45.45454545454545,81.81818181818183
REG102106,18-01-2022,2022,Delhi,Delhi North (DL-04),3W,Tempo,Kinetic Green,CNG,BS6,225.0,3,2,True,True,28.57142857142857,100.0
REG102107,14-01-2023,2023,Delhi,Delhi North (DL-04),4W,SUV,Tata Motors,Diesel,BS6,1197.0,8,1,False,True,36.666666666666664,98.33333333333333
REG102108,16-12-2023,2023,Delhi,Delhi West (DL-08),2W,Scooter,Ola Electric,Petrol,BS6,150.0,2,1,False,True,36.666666666666664,98.33333333333333
REG102109,25-09-2023,2023,Delhi,Delhi East (DL-02),2W,Moped,KTM,Petrol,BS6,160.0,2,1,False,True,36.666666666666664,98.33333333333333
REG102110,01-07-2023,2023,Punjab,Ludhiana (PB-10),2W,Scooter,KTM,CNG,BS6,150.0,2,1,True,True,33.33333333333333,100.0
REG102111,22-07-2024,2024,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Ather,Petrol,BS6,110.0,2,0,False,True,38.88888888888889,100.0
REG102112,03-03-2021,2021,Maharashtra,Aurangabad (MH-20),OTH,Tractor,Escorts,Diesel,BS6,4998.0,2,3,False,True,44.73684210526316,100.0
REG102113,30-06-2020,2020,Delhi,Delhi North (DL-04),2W,Motorcycle,KTM,Petrol,BS6,400.0,2,4,False,True,38.23529411764706,85.29411764705883
REG102114,11-08-2023,2023,Delhi,Delhi South (DL-09),4W,Sedan,Hyundai,Diesel,BS6,1498.0,5,1,False,True,36.666666666666664,98.33333333333333
REG102115,19-12-2020,2020,Uttar Pradesh,Varanasi (UP-65),2W,Scooter,Royal Enfield,Petrol,BS6,125.0,2,4,False,True,35.714285714285715,78.57142857142857
REG102116,10-05-2023,2023,Tamil Nadu,Coimbatore (TN-37),HCV,Truck,MAN,Diesel,BS6,4998.0,2,1,False,True,41.509433962264154,96.22641509433963
REG102117,27-07-2023,2023,Telangana,Khammam (TS-07),2W,Moped,TVS,Petrol,BS6,100.0,2,1,False,True,32.25806451612903,98.38709677419355
REG102118,05-05-2023,2023,Uttar Pradesh,Kanpur (UP-78),4W,SUV,Mahindra,Diesel,BS6,2179.0,6,1,False,True,26.666666666666668,100.0
REG102119,23-02-2023,2023,Karnataka,Bangalore Central (KA-01),4W,SUV,Honda,EV,BS6,0.0,5,1,True,True,37.17948717948718,99.14529914529915
REG102120,15-06-2019,2019,West Bengal,Durgapur (WB-40),2W,Moped,Royal Enfield,Hybrid,BS4,125.0,2,5,True,False,42.10526315789473,10.526315789473683
REG102121,27-05-2023,2023,Maharashtra,Mumbai Central (MH-01),2W,Scooter,TVS,Petrol,BS6,250.0,2,1,False,True,32.72727272727273,98.18181818181819
REG102122,22-05-2019,2019,Delhi,Delhi South (DL-09),4W,MUV,Toyota,Diesel,BS6,2179.0,5,5,False,True,17.647058823529413,11.76470588235294
REG102123,14-02-2023,2023,Rajasthan,Kota (RJ-20),2W,Motorcycle,TVS,EV,BS6,0.0,2,1,True,True,32.83582089552239,100.0
REG102124,19-10-2022,2022,Kerala,Kozhikode (KL-11),2W,Moped,Yamaha,Petrol,BS6,110.0,2,2,False,True,32.608695652173914,100.0
REG102125,03-07-2022,2022,Punjab,Jalandhar (PB-08),4W,Sedan,Skoda,Diesel,BS6,1197.0,5,2,False,True,39.21568627450981,98.0392156862745
REG102126,08-12-2022,2022,West Bengal,Kolkata (WB-01),4W,Hatchback,Kia,Petrol,BS6,800.0,5,2,False,True,35.714285714285715,98.21428571428571
REG102127,20-10-2021,2021,Punjab,Jalandhar (PB-08),2W,Moped,Honda,Petrol,BS6,150.0,2,3,False,True,38.46153846153847,100.0
REG102128,21-08-2022,2022,Kerala,Thrissur (KL-08),LCV,Light Bus,Force Motors,Diesel,BS6,2956.0,9,2,False,True,32.608695652173914,100.0
REG102129,29-04-2022,2022,Punjab,Patiala (PB-11),3W,Auto Rickshaw,Piaggio,Diesel,BS6,200.0,7,2,False,True,39.21568627450981,98.0392156862745
REG102130,22-10-2024,2024,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Hero,EV,BS6,0.0,2,0,True,True,38.88888888888889,100.0
REG102131,16-04-2020,2020,Telangana,Khammam (TS-07),3W,Tempo,Mahindra,Diesel,BS6,250.0,3,4,False,True,45.16129032258064,90.32258064516128
REG102132,10-12-2020,2020,Karnataka,Belgaum (KA-22),2W,Scooter,Yamaha,Petrol,BS6,160.0,2,4,False,True,37.5,83.33333333333334
REG102133,05-02-2020,2020,Madhya Pradesh,Gwalior (MP-07),2W,Motorcycle,TVS,Petrol,BS6,200.0,2,4,False,True,45.45454545454545,81.81818181818183
REG102134,26-05-2022,2022,Maharashtra,Nagpur (MH-31),3W,E-Rickshaw,TVS,CNG,BS6,225.0,3,2,True,True,41.86046511627907,97.67441860465115
REG102135,06-10-2021,2021,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Ather,EV,BS6,0.0,2,3,True,True,37.254901960784316,94.11764705882352
REG102136,02-08-2024,2024,West Bengal,Siliguri (WB-73),2W,Scooter,Ola Electric,EV,BS6,0.0,2,0,True,True,27.027027027027028,100.0
REG102137,06-05-2018,2018,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Royal Enfield,Petrol,BS4,200.0,2,6,False,False,37.5,0.0
REG102138,17-10-2021,2021,Rajasthan,Jodhpur (RJ-19),3W,Auto Rickshaw,Atul Auto,Petrol,BS6,225.0,7,3,False,True,42.857142857142854,95.23809523809523
REG102139,23-12-2021,2021,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Ola Electric,EV,BS6,0.0,2,3,True,True,21.62162162162162,89.1891891891892
REG102140,02-04-2022,2022,Delhi,Delhi West (DL-08),2W,Moped,Yamaha,EV,BS6,0.0,2,2,True,True,28.57142857142857,100.0
REG102141,03-06-2023,2023,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,KTM,Petrol,BS6,150.0,2,1,False,True,32.83582089552239,100.0
REG102142,31-07-2021,2021,Karnataka,Hubli (KA-25),4W,SUV,Skoda,Diesel,BS6,1968.0,6,3,False,True,32.88590604026846,94.63087248322147
REG102143,06-06-2023,2023,Gujarat,Vadodara (GJ-06),4W,SUV,Mahindra,Petrol,BS6,1000.0,8,1,False,True,36.84210526315789,100.0
REG102144,26-04-2022,2022,Punjab,Patiala (PB-11),4W,Sedan,Kia,Petrol,BS6,1498.0,5,2,False,True,39.21568627450981,98.0392156862745
REG102145,25-04-2022,2022,Gujarat,Ahmedabad (GJ-01),3W,Tempo,Kinetic Green,EV,BS6,0.0,7,2,True,True,50.0,95.65217391304348
REG102146,08-12-2024,2024,Rajasthan,Ajmer (RJ-01),2W,Moped,KTM,CNG,BS6,400.0,2,0,True,True,41.02564102564102,100.0
REG102147,19-10-2020,2020,Madhya Pradesh,Ujjain (MP-13),4W,SUV,Hyundai,Petrol,BS6,2179.0,6,4,False,True,45.45454545454545,81.81818181818183
REG102148,28-06-2021,2021,Maharashtra,Pune (MH-12),2W,Scooter,Hero,EV,BS6,0.0,2,3,True,True,44.73684210526316,100.0
REG102149,20-01-2024,2024,Gujarat,Rajkot (GJ-03),2W,Scooter,Ola Electric,Petrol,BS6,150.0,2,0,False,True,35.294117647058826,100.0
REG102150,17-03-2021,2021,Maharashtra,Mumbai Central (MH-01),2W,Moped,Suzuki,Petrol,BS6,160.0,2,3,False,True,44.73684210526316,100.0
REG102151,10-03-2024,2024,Delhi,Delhi South (DL-09),2W,Motorcycle,TVS,CNG,BS6,110.0,2,0,True,True,41.02564102564102,100.0
REG102152,08-04-2023,2023,Delhi,Delhi North (DL-04),2W,Scooter,Yamaha,EV,BS6,0.0,2,1,True,True,36.666666666666664,98.33333333333333
REG102153,20-10-2024,2024,Punjab,Amritsar (PB-02),4W,MUV,Maruti Suzuki,CNG,BS6,1462.0,5,0,True,True,31.25,100.0
REG102154,24-04-2021,2021,Gujarat,Vadodara (GJ-06),4W,Sedan,Kia,EV,BS6,0.0,5,3,True,True,50.0,95.0
REG102155,27-07-2024,2024,Delhi,Delhi South (DL-09),4W,Hatchback,Mahindra,Petrol,BS6,1197.0,5,0,False,True,41.02564102564102,100.0
REG102156,02-12-2021,2021,Maharashtra,Pune (MH-12),2W,Scooter,Royal Enfield,Petrol,BS6,110.0,2,3,False,True,44.73684210526316,100.0
REG102157,12-12-2022,2022,Maharashtra,Nagpur (MH-31),2W,Scooter,Ola Electric,Petrol,BS6,250.0,2,2,False,True,41.86046511627907,97.67441860465115
REG102158,19-10-2023,2023,Telangana,Hyderabad (TS-09),2W,Moped,Yamaha,CNG,BS6,160.0,2,1,True,True,32.25806451612903,98.38709677419355
REG102159,13-08-2023,2023,Uttar Pradesh,Allahabad (UP-70),HCV,Bus,MAN,Diesel,BS6,5660.0,32,1,False,True,26.666666666666668,100.0
REG102160,20-03-2024,2024,West Bengal,Durgapur (WB-40),2W,Motorcycle,Royal Enfield,Petrol,BS6,150.0,2,0,False,True,27.027027027027028,100.0
REG102161,05-08-2022,2022,Telangana,Nizamabad (TS-05),HCV,Bus,Ashok Leyland,Diesel,BS6,6700.0,32,2,False,True,37.5,97.91666666666666
REG102162,16-11-2019,2019,Tamil Nadu,Salem (TN-30),4W,Sedan,Mahindra,Petrol,BS4,1462.0,5,5,False,False,31.818181818181817,9.090909090909092
REG102163,27-04-2020,2020,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Ola Electric,Petrol,BS6,100.0,2,4,False,True,34.285714285714285,85.71428571428571
REG102164,10-12-2023,2023,Delhi,Delhi East (DL-02),2W,Scooter,KTM,Petrol,BS6,250.0,2,1,False,True,36.666666666666664,98.33333333333333
REG102165,08-11-2020,2020,West Bengal,Durgapur (WB-40),HCV,Truck,BharatBenz,Diesel,BS6,5660.0,2,4,False,True,30.76923076923077,88.46153846153845
REG102166,29-01-2023,2023,Rajasthan,Jodhpur (RJ-19),LCV,Mini Truck,Mahindra,Diesel,BS6,2523.0,9,1,False,True,32.83582089552239,100.0
REG102167,18-05-2020,2020,Delhi,Delhi South (DL-09),4W,SUV,MG,Petrol,BS6,1197.0,5,4,False,True,38.23529411764706,85.29411764705883
REG102168,09-01-2023,2023,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Ola Electric,CNG,BS6,110.0,2,1,True,True,41.509433962264154,96.22641509433963
REG102169,12-08-2024,2024,West Bengal,Howrah (WB-13),HCV,Bus,Volvo,Diesel,BS6,6700.0,32,0,False,True,27.027027027027028,100.0
REG102170,14-06-2023,2023,Madhya Pradesh,Ujjain (MP-13),3W,Auto Rickshaw,Mahindra,EV,BS6,0.0,6,1,True,True,36.36363636363637,96.36363636363636
REG102171,05-10-2021,2021,Karnataka,Belgaum (KA-22),4W,Sedan,Kia,Petrol,BS6,1462.0,5,3,False,True,32.88590604026846,94.63087248322147
REG102172,02-11-2020,2020,Tamil Nadu,Salem (TN-30),4W,SUV,Renault,Petrol,BS6,800.0,7,4,False,True,34.285714285714285,85.71428571428571
REG102173,07-05-2023,2023,Uttar Pradesh,Varanasi (UP-65),4W,SUV,Kia,Diesel,BS6,2179.0,6,1,False,True,26.666666666666668,100.0
REG102174,25-01-2019,2019,Madhya Pradesh,Indore (MP-09),3W,Auto Rickshaw,Piaggio,CNG,BS4,200.0,7,5,True,False,44.44444444444444,7.4074074074074066
REG102175,11-11-2022,2022,West Bengal,Asansol (WB-39),2W,Moped,Yamaha,CNG,BS6,100.0,2,2,True,True,35.714285714285715,98.21428571428571
REG102176,26-04-2023,2023,Madhya Pradesh,Bhopal (MP-04),3W,Auto Rickshaw,Mahindra,CNG,BS6,225.0,6,1,True,True,36.36363636363637,96.36363636363636
REG102177,12-06-2021,2021,Karnataka,Belgaum (KA-22),OTH,Road Roller,John Deere,Diesel,BS6,3760.0,2,3,False,True,32.88590604026846,94.63087248322147
